appid,title,developer,publisher,genres,languages,tags,release_date,price,old_userscore,is_free,detailed_description,about_the_game,short_description,pc_requirements,content_descriptors
1258080,Shop Titans,"Kabam Games, Inc.","Kabam Games, Inc.","Adventure, Casual, RPG, Simulation, Free to Play","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian","Single-player, Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2020-05-05,,,true,As a thriving new shop owner in a bustling adventu...,As a thriving new shop owner in a bustling adventu...,Shop Titans is the ultimate RPG shopkeeper simulat...,Minimum:OS *: Windows 7Memory: 2 GB RAMStorage: 60...,
244850,Space Engineers,Keen Software House,Keen Software House,"Action, Indie, Simulation, Strategy","English, German, Spanish - Spain, Czech, Danish, Dutch, Polish, French, Italian, Finnish, Hungarian, Norwegian, Portuguese - Brazil, Swedish, Russian, Simplified Chinese","Single-player, Multi-player, PvP, Online PvP, Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing",2019-02-28,"$9.99 ",,false,DELUXE EDITIONThe Deluxe Edition includes the stan...,Space Engineers is an open world sandbox game defi...,Space Engineers is a sandbox game about engineerin...,Minimum:OS: Microsoft Windows 10 (latest SP) 64-bi...,
933110,Age of Empires III: Definitive Edition,"World's Edge, Tantalus Media, Forgotten Empires",Xbox Game Studios,"Free to Play, Estrategia","Inglés, Francés, Italiano, Alemán, Español de España, Japonés, Coreano, Portugués de Brasil, Ruso, Chino simplificado, Chino tradicional, Turco, Vietnamitaidiomas con localización de audio","Un jugador, Multijugador, JcJ, JcJ en línea, JcJ en LAN, Multijugador multiplataforma, Logros de Steam, Cromos de Steam, Steam Cloud",2020-10-15,,75,true,Knights of the Mediterranean DLC Available Now!Ace...,Age of Empires III: Definitive Edition ofrece a lo...,Age of Empires III: Definitive Edition ofrece a lo...,Mínimo:Requiere un procesador y un sistema operati...,
1260320,Party Animals,Recreate Games,Source Technology,"Action, Casual, Indie","English, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Thailanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, Family Sharing",2023-09-20,"$19.99 ",,false,PARTY ANIMALS DELUXE EDITIONDeluxe Edition include...," Make Painfully Great Memories with Your Friends i...","Fight your friends as puppies, kittens and other f...",Minimum:Requires a 64-bit processor and operating ...,
1797880,Lost Light,NetEase Games,NetEase Games,"Action, Massively Multiplayer, Free to Play","English, German, Spanish - Spain, Russian, Japanese, Thai, Simplified Chinese, Portuguese - Brazil, Koreanlanguages with full audio support","Multi-player, PvP, Online PvP, In-App Purchases",2022-09-01,,,true,Join our Discord!About the GameEasy to play! Both ...,Easy to play! Both FPP and TPP are here for you to...,"Join the ""Firefly"" task force and unveil the sinis...","Minimum:OS: Windows7SP1, Windows8.1, Windows10Proc...",
1677740,Stumble Guys,Scopely,Scopely,"Action, Casual, Indie, Massively Multiplayer, Free to Play","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Japanese, Korean, Indonesian, Spanish - Latin America","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",2021-10-07,,,true,Join our DiscordAbout the GameJoin millions of pla...,Join millions of players as you stumble to victory...,Race through obstacle courses against up to 32 pla...,Minimum:Requires a 64-bit processor and operating ...,
2208920,Assassin's Creed Valhalla,Ubisoft Montreal,Ubisoft,"Action, Adventure, RPG","English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Russianlanguages with full audio support","Single-player, Captions available, In-App Purchases, Partial Controller Support",2022-12-06,"$14.99 ",,false,Comparison GridComplete editionIncludes the base g...,"Become Eivor, a legendary Viking raider on a quest...",Become a legendary Viking on a quest for glory. Ra...,Minimum:Requires a 64-bit processor and operating ...,
444090,Paladins®,Evil Mojo Games,Hi-Rez Studios,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play","English, French, German, Spanish - Spain, Polish, Russian, Turkish, Portuguese - Brazil, Japaneselanguages with full audio support","Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",2018-05-08,,83,true,FREE Team Fortress 2 Barik SkinComplete 5 matches ...,"Join 50+ million players in Paladins, the free-to-...",Paladins is the ultimate fantasy team shooter expe...,Minimum:OS *: Windows 7 64-bit or newerProcessor: ...,
1145360,Hades,Supergiant Games,Supergiant Games,"Action, Indie, RPG","English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japaneselanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2020-09-17,"$24.99 ",93,false,ALSO FROM SUPERGIANT GAMESThe god-like rogue-like ...,Hades is a god-like rogue-like dungeon crawler tha...,Defy the god of the dead as you hack and slash out...,Minimum:OS *: Windows 7 SP1Processor: Dual Core 2....,
1066780,Transport Fever 2,Urban Games,Good Shepherd Entertainment,"Simulation, Strategy","English, French, German, Spanish - Spain, Japanese, Dutch, Polish, Russian, Traditional Chinese, Simplified Chinese, Italian, Korean, Portuguese - Brazillanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Workshop, Family Sharing",2019-12-11,"$39.99 ",76,false,Digital Deluxe EditionThe Deluxe Edition includes ...,The classic transport simulation genre has a new g...,The classic transport simulation genre has a new g...,Minimum:Requires a 64-bit processor and operating ...,
216150,MapleStory,Nexon,Nexon America Inc.,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free to Play",English,"Single-player, Multi-player, MMO, Co-op, Steam Trading Cards",2012-08-09,,,true,Join over 260 Million Global Players in MapleStory...,Join over 260 Million Global Players in MapleStory...,Join over 260 million players worldwide in MapleSt...,Minimum:OS *: Windows 8.1 (64 bit) Processor: Inte...,
376210,The Isle,Afterthought LLC,Afterthought LLC,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",Englishlanguages with full audio support,"Multi-player, MMO, PvP, Online PvP, Partial Controller Support, Valve Anti-Cheat enabled",2015-12-01,"$13.39 ",,false,The Isle: A World Designed to Kill YouThe Isle is ...,The Isle: A World Designed to Kill YouThe Isle is ...,Experience fierce open world survival gameplay as ...,Minimum:Requires a 64-bit processor and operating ...,
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,"Czech, English, French, German, Italian, Polish, Russian, Spanish - Spainlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing",2013-06-25,"$19.99 ",80,false,"Powered by the Essence Engine 3.0, the Company of ...","Powered by the Essence Engine 3.0, the Company of ...",Experience the ultimate WWII RTS platform with COH...,Minimum:Memory: 2GB RAM Processor: 2Ghz Intel Core...,
208650,Batman™: Arkham Knight,Rocksteady Studios,WB Games,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Polish, Russian, Japaneselanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2015-06-23,"$19.99 ",,false,Batman™: Arkham Knight brings the award-winning Ar...,Batman™: Arkham Knight brings the award-winning Ar...,Batman™: Arkham Knight brings the award-winning Ar...,Minimum:Requires a 64-bit processor and operating ...,
8800,Civilization IV: Beyond the Sword,Firaxis Games,2K,Strategy,"English, French, German, Italian, Spanish - Spain","Single-player, Family Sharing",2007-07-24,"$2.49 ",86,false,Sid Meier's Civilization IV®: Beyond the Sword is ...,Sid Meier's Civilization IV®: Beyond the Sword is ...,Sid Meier's Civilization IV®: Beyond the Sword is ...,Minimum:  Windows 2000 (plus Service Pack 1 or hig...,
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,"Action, Adventure, Indie, Simulation","English, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spainlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud, Family Sharing",2018-04-30,"$19.99 ",83,false,"As the lone survivor of a passenger jet crash, you...","As the lone survivor of a passenger jet crash, you...","As the lone survivor of a passenger jet crash, you...",Minimum:OS *: Windows 7Processor: Intel Dual-Core ...,"The Forest contains intense violence, blood and go..."
552520,Far Cry® 5,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chineselanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Includes level editor",2018-03-26,"$8.99 ",,false,Edition ComparisonGold EditionThe Gold Edition fea...,"Welcome to Hope County, Montana, the land of the f...","Discover the open world of Hope County, Montana, b...",Minimum:Requires a 64-bit processor and operating ...,
518790,theHunter: Call of the Wild™,Expansive Worlds,Expansive Worlds,"Adventure, Simulation, Sports","English, French, German, Portuguese - Brazil, Russian, Spanish - Spain, Czech, Polish, Simplified Chinese, Japaneselanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Family Sharing",2017-02-16,"$19.99 ",,false,LATEST DLChttps://store.steampowered.com/app/26314...,Discover an atmospheric hunting game like no other...,Discover an atmospheric hunting game like no other...,Minimum:Requires a 64-bit processor and operating ...,
48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,"Action, RPG","English, Czech, French, German, Hungarian, Polish, Simplified Chinese, Traditional Chinese, Spanish - Spain, Turkish","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",2010-03-31,"$19.99 ",78,false,"In a land torn asunder by incessant warfare, it is...","In a land torn asunder by incessant warfare, it is...","In a land torn asunder by incessant warfare, it is...",Minimum:OS *: Windows® XPProcessor: Intel Pentium ...,
570940,DARK SOULS™: REMASTERED,QLOC,"FromSoftware, Inc, Bandai Namco Entertainment",Akcja,"Angielski, Francuski, Włoski, Niemiecki, Hiszpański, Japoński, Koreański, Polski, Portugalski brazylijski, Rosyjski, Chiński uproszczony, Chiński tradycyjnyjęzyki z pełnym udźwiękowieniem","Jednoosobowa, Wieloosobowa, Osiągnięcia Steam, Pełna obsługa kontrolerów, Remote Play na telefonie, Remote Play na tablecie, Remote Play na telewizorze, Udostępnianie gier",2018-05-23,"39,99€",84,false,I wtedy zapłonął ogień. Raz jeszcze przeżyj emocjo...,I wtedy zapłonął ogień. Raz jeszcze przeżyj emocjo...,I wtedy zapłonął ogień. Raz jeszcze przeżyj emocjo...,Konfiguracja minimalna:Wymaga 64-bitowego procesor...,
1062090,Timberborn,Mechanistry,Mechanistry,"Indie, Simulation, Strategy, Early Access","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Japanese, Korean, Ukrainian","Single-player, Steam Cloud, Includes level editor, Family Sharing",2021-09-15,"$24.99 ",,false,JOIN OUR COMMUNITYJoin our Discord server to share...,Mankind turned Earth into a dry wasteland and peri...,Humans are long gone. In a world struck by drought...,Minimum:Requires a 64-bit processor and operating ...,
728880,Overcooked! 2,"Ghost Town Games Ltd., Team17",Team17,"Action, Casual, Indie","English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Korean, Polish, Portuguese - Brazil, Traditional Chinese, Russian","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",2018-08-07,"$24.99 ",81,false,introducing: Headbangershttps://store.steampowered...,Overcooked returns with a brand-new helping of cha...,Overcooked returns with a brand-new helping of cha...,Minimum:OS: WIN7-64 bitProcessor: Intel i3-2100 / ...,
976730,Halo: The Master Chief Collection,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,Action,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2019-12-03,"$39.99 ",,false,The series that changed console gaming forever is ...,The series that changed console gaming forever is ...,The Master Chief’s iconic journey includes six gam...,Minimum:Requires a 64-bit processor and operating ...,FPS with frequent violence and blood with some mat...
